Level,Name,Code,Link,Parent Code
3,矿区,140303,https://www.suchajun.com/richang/xingzhengquhuadaima/140303,140300
3,郊区,140311,https://www.suchajun.com/richang/xingzhengquhuadaima/140311,140300
3,平定县,140321,https://www.suchajun.com/richang/xingzhengquhuadaima/140321,140300
3,盂县,140322,https://www.suchajun.com/richang/xingzhengquhuadaima/140322,140300
2,长治市,140400,https://www.suchajun.com/richang/xingzhengquhuadaima/140400,140000
3,潞州区,140403,https://www.suchajun.com/richang/xingzhengquhuadaima/140403,140400
3,上党区,140404,https://www.suchajun.com/richang/xingzhengquhuadaima/140404,140400
3,屯留区,140405,https://www.suchajun.com/richang/xingzhengquhuadaima/140405,140400
3,潞城区,140406,https://www.suchajun.com/richang/xingzhengquhuadaima/140406,140400
3,襄垣县,140423,https://www.suchajun.com/richang/xingzhengquhuadaima/140423,140400
3,平顺县,140425,https://www.suchajun.com/richang/xingzhengquhuadaima/140425,140400
3,黎城县,140426,https://www.suchajun.com/richang/xingzhengquhuadaima/140426,140400
3,壶关县,140427,https://www.suchajun.com/richang/xingzhengquhuadaima/140427,140400
3,长子县,140428,https://www.suchajun.com/richang/xingzhengquhuadaima/140428,140400
3,武乡县,140429,https://www.suchajun.com/richang/xingzhengquhuadaima/140429,140400
3,沁县,140430,https://www.suchajun.com/richang/xingzhengquhuadaima/140430,140400
3,沁源县,140431,https://www.suchajun.com/richang/xingzhengquhuadaima/140431,140400
2,晋城市,140500,https://www.suchajun.com/richang/xingzhengquhuadaima/140500,140000
3,城区,140502,https://www.suchajun.com/richang/xingzhengquhuadaima/140502,140500
3,沁水县,140521,https://www.suchajun.com/richang/xingzhengquhuadaima/140521,140500
3,阳城县,140522,https://www.suchajun.com/richang/xingzhengquhuadaima/140522,140500
3,陵川县,140524,https://www.suchajun.com/richang/xingzhengquhuadaima/140524,140500
3,泽州县,140525,https://www.suchajun.com/richang/xingzhengquhuadaima/140525,140500
3,高平市,140581,https://www.suchajun.com/richang/xingzhengquhuadaima/140581,140500
2,朔州市,140600,https://www.suchajun.com/richang/xingzhengquhuadaima/140600,140000
3,朔城区,140602,https://www.suchajun.com/richang/xingzhengquhuadaima/140602,140600
3,平鲁区,140603,https://www.suchajun.com/richang/xingzhengquhuadaima/140603,140600
3,山阴县,140621,https://www.suchajun.com/richang/xingzhengquhuadaima/140621,140600
3,应县,140622,https://www.suchajun.com/richang/xingzhengquhuadaima/140622,140600
3,右玉县,140623,https://www.suchajun.com/richang/xingzhengquhuadaima/140623,140600
3,怀仁市,140681,https://www.suchajun.com/richang/xingzhengquhuadaima/140681,140600
2,晋中市,140700,https://www.suchajun.com/richang/xingzhengquhuadaima/140700,140000
3,榆次区,140702,https://www.suchajun.com/richang/xingzhengquhuadaima/140702,140700
3,太古区,140703,https://www.suchajun.com/richang/xingzhengquhuadaima/140703,140700
3,榆社县,140721,https://www.suchajun.com/richang/xingzhengquhuadaima/140721,140700
3,左权县,140722,https://www.suchajun.com/richang/xingzhengquhuadaima/140722,140700
3,和顺县,140723,https://www.suchajun.com/richang/xingzhengquhuadaima/140723,140700
3,昔阳县,140724,https://www.suchajun.com/richang/xingzhengquhuadaima/140724,140700
3,寿阳县,140725,https://www.suchajun.com/richang/xingzhengquhuadaima/140725,140700
3,祁县,140727,https://www.suchajun.com/richang/xingzhengquhuadaima/140727,140700
3,平遥县,140728,https://www.suchajun.com/richang/xingzhengquhuadaima/140728,140700
3,灵石县,140729,https://www.suchajun.com/richang/xingzhengquhuadaima/140729,140700
3,介休市,140781,https://www.suchajun.com/richang/xingzhengquhuadaima/140781,140700
2,运城市,140800,https://www.suchajun.com/richang/xingzhengquhuadaima/140800,140000
3,盐湖区,140802,https://www.suchajun.com/richang/xingzhengquhuadaima/140802,140800
3,临猗县,140821,https://www.suchajun.com/richang/xingzhengquhuadaima/140821,140800
3,万荣县,140822,https://www.suchajun.com/richang/xingzhengquhuadaima/140822,140800
3,闻喜县,140823,https://www.suchajun.com/richang/xingzhengquhuadaima/140823,140800
3,稷山县,140824,https://www.suchajun.com/richang/xingzhengquhuadaima/140824,140800
3,新绛县,140825,https://www.suchajun.com/richang/xingzhengquhuadaima/140825,140800
3,绛县,140826,https://www.suchajun.com/richang/xingzhengquhuadaima/140826,140800
3,垣曲县,140827,https://www.suchajun.com/richang/xingzhengquhuadaima/140827,140800
